"""uncharacterized"" (is used in Protein name UniProt)",Bait detected+enriched (=self loop),Cluster ID (Markov),CPX - Recommended name,Cross-reference (ComplexPortal),Gene names  (UniP-SGD-primary or ordered locus),Gene names  (UniP-SGD-primary+synonym or ordered locus),Is in GFP library,name,SGD Brief Description,SGD ID,SGD Name,SGD Qualifier,shared name,Subcellular location [CC],TaBaQ (relative abundance),Uncharacterized (SGD Qualifier+Uniprot combined),UniProt ID
FALSE,TRUE,9,,,SAC6,SAC6,TRUE,YDR129C,"Fimbrin, actin-bundling protein",S000002536;,Suppressor of ACtin,Verified,YDR129C,,24.32228,FALSE,P32599
FALSE,TRUE,9,,,HEK2,HEK2;KHD1,TRUE,YBL032W,RNA binding protein involved in asymmetric localization of ASH1 mRNA,S000000128;,HEterogeneous nuclear rnp K-like gene,Verified,YBL032W,"Cytoplasm. Cytoplasm, P-body. Nucleus. Chromosome, telomere.",22.65402,FALSE,P38199
FALSE,TRUE,9,,,HPM1,HPM1;MNI1,TRUE,YIL110W,AdoMet-dependent methyltransferase,S000001372;,Histidine Protein Methyltransferase,Verified,YIL110W,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,18.04587,FALSE,P40481
FALSE,TRUE,9,,,DHH1,DHH1,TRUE,YDL160C,Cytoplasmic DEAD-box helicase and mRNA decapping activator,S000002319;,DEAD box Helicase Homolog,Verified,YDL160C,"Cytoplasm, P-body {ECO:0000269|PubMed:12032091, ECO:0000269|PubMed:12730603, ECO:0000269|PubMed:12930949, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15706350}.",23.29566,FALSE,P39517
FALSE,FALSE,9,,,YPR089W,YPR089W,FALSE,YPR089W,Protein of unknown function,S000006293;,,Uncharacterized,YPR089W,Golgi apparatus {ECO:0000269|PubMed:14562095}.,,TRUE,O13585
FALSE,TRUE,9,"Eukaryotic translation initiation factor 4F complex, variant TIF4631;Eukaryotic translation initiation factor 4F complex, variant TIF4632",CPX-430;CPX-431,TIF2,TIF2;TIF41B,TRUE,YJL138C,Translation initiation factor eIF4A,S000001767;S000003674;,Translation Initiation Factor,Verified,YJL138C,Cytoplasm {ECO:0000269|PubMed:14562095}.,23.55248,FALSE,P10081
FALSE,TRUE,9,,,ADE12,ADE12,TRUE,YNL220W,Adenylosuccinate synthase,S000005164;,ADEnine requiring,Verified,YNL220W,"Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03125, ECO:0000269|PubMed:14562095}.",23.69793,FALSE,P80210
FALSE,TRUE,9,,,KSS1,KSS1,TRUE,YGR040W,Mitogen-activated protein kinase (MAPK),S000003272;,Kinase Suppressor of Sst2 mutations,Verified,YGR040W,Nucleus {ECO:0000269|PubMed:11781566}. Cytoplasm {ECO:0000269|PubMed:11781566}. Periplasm {ECO:0000269|PubMed:11781566}. Note=KSS1 shuttles rapidly between the cytoplasm and the nucleus independent of its activation state.,19.56026,FALSE,P14681
FALSE,TRUE,9,,,UFD4,UFD4,TRUE,YKL010C,Ubiquitin-protein ligase (E3),S000001493;,Ubiquitin Fusion Degradation protein,Verified,YKL010C,,20.81694,FALSE,P33202
FALSE,FALSE,9,,,YDR341C,YDR341C,FALSE,YDR341C,Arginyl-tRNA synthetase,S000002749;,,Verified,YDR341C,"Cytoplasm {ECO:0000250|UniProtKB:P54136}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:P54136}.",,FALSE,Q05506
FALSE,TRUE,9,,,VPS1,VPS1;LAM1;SPO15,TRUE,YKR001C,Dynamin-like GTPase required for vacuolar sorting,S000001709;,Vacuolar Protein Sorting,Verified,YKR001C,"Cytoplasm, cytoskeleton {ECO:0000269|PubMed:8344247}.",23.78692,FALSE,P21576
FALSE,TRUE,9,NEO1-MON2-ARL1-DOP1 membrane remodeling complex,CPX-1028,ARL1,ARL1;ARF3,TRUE,YBR164C,Soluble GTPase with a role in regulation of membrane traffic,S000000368;,ADP-Ribosylation factor-Like,Verified,YBR164C,"Golgi apparatus {ECO:0000269|PubMed:12620188, ECO:0000269|PubMed:12620189}.",21.43468,FALSE,P38116
FALSE,TRUE,9,,,URA7,URA7,TRUE,YBL039C,Major CTP synthase isozyme (see also URA8),S000000135;,URAcil requiring,Verified,YBL039C,,23.19693,FALSE,P28274
FALSE,FALSE,9,,,GUA1,GUA1,FALSE,YMR217W,GMP synthase,S000004830;,GUanine Auxotroph,Verified,YMR217W,Cytoplasm {ECO:0000250}.,,FALSE,P38625
FALSE,TRUE,9,HMC complex,CPX-1276,HSP82,HSP82;HSP90,TRUE,YPL240C,Hsp90 chaperone,S000006161;,Heat Shock Protein,Verified,YPL240C,Cytoplasm {ECO:0000269|PubMed:14562095}.,26.45103,FALSE,P02829
FALSE,TRUE,9,,,CCA1,CCA1;TNT1,TRUE,YER168C,ATP (CTP):tRNA-specific tRNA nucleotidyltransferase,S000000970;,tRNA CCA-pyrophosphorylase,Verified,YER168C,Cytoplasm. Nucleus.;[Isoform Mitochondrial]: Mitochondrion.,21.00432,FALSE,P21269
FALSE,TRUE,9,,,YPL225W,YPL225W,TRUE,YPL225W,Protein of unknown function,S000006146;,,Verified,YPL225W,Cytoplasm {ECO:0000269|PubMed:14562095}.,21.14624,FALSE,Q08971
FALSE,TRUE,9,HMC complex,CPX-1276,HSC82,HSC82,TRUE,YMR186W,Cytoplasmic chaperone of the Hsp90 family,S000004798;,,Verified,YMR186W,Cytoplasm. Mitochondrion.,26.39649,FALSE,P15108
FALSE,TRUE,9,,,UBC1,UBC1,TRUE,YDR177W,Ubiquitin-conjugating enzyme,S000002584;,UBiquitin-Conjugating,Verified,YDR177W,,20.11853,FALSE,P21734
FALSE,TRUE,9,,,TML25,TML25,TRUE,YLR118C,Acyl-protein thioesterase responsible for depalmitoylation of Gpa1p,S000004108;,"acyl-protein Thioesterase with Multiple Localizations, protein of 25 kDa",Verified,YLR118C,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,20.56816,FALSE,Q12354
FALSE,TRUE,9,"Eukaryotic translation initiation factor 4F complex, variant TIF4631;Eukaryotic translation initiation factor 4F complex, variant TIF4632",CPX-430;CPX-431,TIF1,TIF1;TIF41A,TRUE,YKR059W,Translation initiation factor eIF4A,S000001767;S000003674;,Translation Initiation Factor,Verified,YKR059W,Cytoplasm {ECO:0000269|PubMed:14562095}.,23.60742,FALSE,P10081
FALSE,TRUE,9,,,ARF1,ARF1,TRUE,YDL192W,ADP-ribosylation factor,S000002351;,ADP-Ribosylation Factor,Verified,YDL192W,Golgi apparatus.,23.87667,FALSE,P11076
FALSE,TRUE,9,,,HOG1,HOG1;SSK3,TRUE,YLR113W,Mitogen-activated protein kinase involved in osmoregulation,S000004103;,High Osmolarity Glycerol response,Verified,YLR113W,Cytoplasm. Nucleus. Note=Predominantly cytoplasmic in unstressed cells but rapidly concentrates within the nucleus in response to hyperosmotic conditions and phosphorylation. Arsenic-binding promotes the nuclear localization (PubMed:31772124). {ECO:0000269|PubMed:31772124}.,21.98237,FALSE,P32485
FALSE,TRUE,9,,,ALD6,ALD6;ALDH1,TRUE,YPL061W,Cytosolic aldehyde dehydrogenase,S000005982;,ALdehyde Dehydrogenase,Verified,YPL061W,Cytoplasm.,26.57818,FALSE,P54115
FALSE,TRUE,9,,,ADE8,ADE8,TRUE,YDR408C,Phosphoribosyl-glycinamide transformylase,S000002816;,ADEnine requiring,Verified,YDR408C,,21.85591,FALSE,P04161
FALSE,TRUE,9,,,SDS24,SDS24,TRUE,YBR214W,Protein involved in cell separation during budding,S000000418;,homolog of S. pombe SDS23,Verified,YBR214W,Cytoplasm {ECO:0000269|PubMed:14562095}.,21.29055,FALSE,P38314
TRUE,TRUE,9,,,YDR391C,YDR391C,TRUE,YDR391C,Putative protein of unknown function,S000002799;,,Uncharacterized,YDR391C,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,19.56105,TRUE,Q04170
FALSE,TRUE,9,,,UGA2,UGA2;UGA5,TRUE,YBR006W,Succinate semialdehyde dehydrogenase,S000000210;,Utilization of GAba,Verified,YBR006W,,20.53421,FALSE,P38067
FALSE,FALSE,9,Vacuolar SNARE complex VAM3-VTI1-VAM7-YKT6;Endosomal SNARE complex PEP12-VTI1-SYN8-YKT6;Endosomal SNARE complex PEP12-VTI1-TLG1-YKT6;Golgi SNARE complex SED5-GOS1-SFT1-YKT6,CPX-1887;CPX-5421;CPX-5422;CPX-1855,YKT6,YKT6,FALSE,YKL196C,Vesicle membrane protein (v-SNARE) with acyltransferase activity,S000001679;,,Verified,YKL196C,Cell membrane {ECO:0000305};Lipid-anchor {ECO:0000305};Cytoplasmic side {ECO:0000305}.,,FALSE,P36015
FALSE,TRUE,9,,,AHA1,AHA1,TRUE,YDR214W,Co-chaperone that binds Hsp82p and activates its ATPase activity,S000002622;,Activator of Heat shock protein 90 ATPase,Verified,YDR214W,Cytoplasm {ECO:0000269|PubMed:14562095}.,22.2996,FALSE,Q12449
TRUE,TRUE,9,,,NRE1,NRE1,TRUE,YIR035C,Putative cytoplasmic short-chain dehydrogenase/reductase,S000001474;,Novel REductase,Uncharacterized,YIR035C,,18.42528,TRUE,P40579
FALSE,TRUE,9,,,SAM1,SAM1;ETH10,TRUE,YLR180W,S-adenosylmethionine synthetase,S000004170;,S-AdenosylMethionine requiring,Verified,YLR180W,,25.29694,FALSE,P10659
FALSE,TRUE,9,,,PPT1,PPT1,TRUE,YGR123C,Protein serine/threonine phosphatase,S000003355;,Protein Phosphatase T,Verified,YGR123C,"Nucleus {ECO:0000269|PubMed:12694636, ECO:0000269|PubMed:14562095}.",22.1246,FALSE,P53043
FALSE,FALSE,9,,,POA1,POA1,FALSE,YBR022W,Phosphatase that is highly specific for ADP-ribose 1''-phosphate,S000000226;,"Phosphatase Of ADP-ribose 1""""""""-phosphate",Verified,YBR022W,,,FALSE,P38218
FALSE,TRUE,9,,,MTD1,MTD1,TRUE,YKR080W,"NAD-dependent 5,10-methylenetetrahydrafolate dehydrogenase",S000001788;,Methylene Tetrahydrafolate Dehydrogenase,Verified,YKR080W,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,22.91072,FALSE,Q02046
FALSE,TRUE,9,,,MET7,MET7;MET23,TRUE,YOR241W,Folylpolyglutamate synthetase,S000005767;,METhionine requiring,Verified,YOR241W,Mitochondrion {ECO:0000269|PubMed:10775416}. Mitochondrion inner membrane {ECO:0000250}. Mitochondrion matrix {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:10775416}.,21.90095,FALSE,Q08645
FALSE,TRUE,9,,,PSA1,PSA1;MPG1;SRB1;VIG9,TRUE,YDL055C,GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase),S000002213;,,Verified,YDL055C,Cytoplasm {ECO:0000269|PubMed:9195935}.,26.61915,FALSE,P41940
FALSE,TRUE,9,,,RNA1,RNA1,TRUE,YMR235C,GTPase activating protein (GAP) for Gsp1p,S000004848;,rapid cessation of net RNA accumulation,Verified,YMR235C,Cytoplasm.,23.82175,FALSE,P11745
FALSE,TRUE,9,,,DNM1,DNM1,TRUE,YLL001W,Dynamin-related GTPase involved in mitochondrial organization,S000003924;,DyNaMin-related,Verified,YLL001W,"Mitochondrion outer membrane {ECO:0000269|PubMed:10559943, ECO:0000269|PubMed:11038182, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:23530241};Peripheral membrane protein {ECO:0000269|PubMed:10559943, ECO:0000269|PubMed:11038182, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:23530241};Cytoplasmic side {ECO:0000269|PubMed:10559943, ECO:0000269|PubMed:11038182, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:23530241}. Note=Cytoplasm, localizes to the cytoplasmic outer membrane of mitochondria.",21.15382,FALSE,P54861
FALSE,TRUE,9,,,NRK1,NRK1,TRUE,YNL129W,Nicotinamide riboside kinase,S000005073;,Nicotinamide Riboside Kinase,Verified,YNL129W,,15.28119,FALSE,P53915
FALSE,TRUE,9,,,YPK1,YPK1;SLI2,TRUE,YKL126W,S/T protein kinase,S000001609;,Yeast Protein Kinase,Verified,YKL126W,"Cytoplasm {ECO:0000269|PubMed:10825204, ECO:0000269|PubMed:12221112, ECO:0000269|PubMed:14562095}. Cell membrane {ECO:0000305};Peripheral membrane protein {ECO:0000305};Cytoplasmic side {ECO:0000305}. Note=Intracellular localization is regulated by the intracellular sphingolipid levels. During the yeast cell cycle, distributed both on the plasma membrane and in the cytosol. Greater accumulation was detected on the plasma membrane, such as in the budding area, a daughter cell and the neck region of the mother cell in the S phase, and the septum between a mother cell and a daughter cell in the G2 phase.",21.78685,FALSE,P12688
FALSE,TRUE,9,,,DBP5,DBP5;RAT8,TRUE,YOR046C,Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family,S000005572;,Dead Box Protein,Verified,YOR046C,"Cytoplasm. Nucleus, nuclear pore complex. Nucleus membrane;Peripheral membrane protein;Cytoplasmic side. Note=Nuclear pore complex cytoplasmic fibrils. Accumulates in the nucleus rapidly and reversibly in response to ethanol stress.",23.20125,FALSE,P20449
FALSE,TRUE,9,,,UBC4,UBC4,TRUE,YBR082C,Ubiquitin-conjugating enzyme (E2),S000000286;,UBiquitin-Conjugating,Verified,YBR082C,,22.25971,FALSE,P15731
FALSE,TRUE,9,GET4-GET5 transmembrane domain recognition complex,CPX-1861,HSP104,HSP104,TRUE,YLL026W,Disaggregase,S000003949;,Heat Shock Protein,Verified,YLL026W,"Cytoplasm. Nucleus. Note=Shuttles between the cytoplasm and the nucleus in an importin KAP95- and KAP121-dependent and an exportin XPO1-dependent manner. Accumulation in the nucleus is enhanced by severe heat shock. In the cytoplasm, concentrates on a perivacuolar compartment, the 'insoluble protein deposit' (IPOD), in which terminally aggregated proteins are sequestered. It is also found, to a lesser extent, at a 'juxtanuclear quality control' (JUNQ) compartment, where soluble ubiquitinated misfolded proteins accumulate.",26.2584,FALSE,P31539
FALSE,TRUE,9,,,MRI1,MRI1,TRUE,YPR118W,5'-methylthioribose-1-phosphate isomerase,S000006322;,MethylthioRibose-1-phosphate Isomerase,Verified,YPR118W,"Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03119, ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03119, ECO:0000269|PubMed:14562095}.",20.98253,FALSE,Q06489
FALSE,TRUE,9,TREX complex,CPX-1793,SUB2,SUB2,TRUE,YDL084W,Component of the TREX complex required for nuclear mRNA export,S000002242;,SUppressor of Brr1-1,Verified,YDL084W,Nucleus {ECO:0000269|PubMed:14562095}.,23.79595,FALSE,Q07478
FALSE,TRUE,9,,,YEF3,YEF3;EFC1;TEF3;YEF3A,TRUE,YLR249W,Translation elongation factor 3,S000004239;,Yeast Elongation Factor,Verified,YLR249W,Cytoplasm {ECO:0000269|PubMed:14562095}.,25.72487,FALSE,P16521
FALSE,FALSE,9,,,GPN3,GPN3,FALSE,YLR243W,Putative GTPase with a role in biogenesis of RNA pol II and polIII,S000004233;,Gly-Pro-Asn (N) motif,Verified,YLR243W,,,FALSE,Q06543
FALSE,TRUE,191,,,PBP4,PBP4,TRUE,YDL053C,Pbp1p binding protein,S000002211;,Pbp1p Binding Protein,Verified,YDL053C,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,19.86157,FALSE,Q07362
FALSE,TRUE,191,,,ACH1,ACH1,TRUE,YBL015W,Protein with CoA transferase activity,S000000111;,Acetyl CoA Hydrolase,Verified,YBL015W,Cytoplasm {ECO:0000269|PubMed:11502169}.,24.23285,FALSE,P32316
FALSE,TRUE,191,,,LSM12,LSM12,TRUE,YHR121W,Protein of unknown function that may function in RNA processing,S000001163;,Like SM,Verified,YHR121W,Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.,18.52849,FALSE,P38828
FALSE,TRUE,191,MKT1-PBP1 translation regulation complex,CPX-1295,PBP1,PBP1;MRS16,TRUE,YGR178C,Component of glucose deprivation induced stress granules,S000003410;,Pab1p-Binding Protein,Verified,YGR178C,"Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15082763}. Nucleus {ECO:0000269|PubMed:14562095}. Mitochondrion {ECO:0000269|PubMed:14576278}. Note=Localizes to polysomes. {ECO:0000269|PubMed:15082763}.",20.42294,FALSE,P53297
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,ESF2,ESF2;ABT1,TRUE,YNR054C,Essential nucleolar protein involved in pre-18S rRNA processing,S000005337;,Eighteen S rRNA Factor 2,Verified,YNR054C,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",18.79991,FALSE,P53743
FALSE,FALSE,2,NOP14-NOC4 complex,CPX-1735,NOP14,NOP14;UTP2,FALSE,YDL148C,Nucleolar protein,S000002307;,NucleOlar Protein,Verified,YDL148C,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:12446671}.",,FALSE,Q99207
FALSE,FALSE,2,MPP10 complex,CPX-1893,IMP3,IMP3,FALSE,YHR148W,Component of the SSU processome,S000001191;,Interacting with Mpp10p,Verified,YHR148W,"Nucleus, nucleolus {ECO:0000269|PubMed:10409734}.",,FALSE,P32899
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,RRP9,RRP9,TRUE,YPR137W,Protein involved in pre-rRNA processing,S000006341;,Ribosomal RNA Processing,Verified,YPR137W,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",19.40707,FALSE,Q06506
FALSE,TRUE,2,"Nuclear/nucleolar exosome complex, DIS3-RRP6 variant;Cytoplasmic exosome complex, DIS3 variant",CPX-599;CPX-603,DIS3,DIS3;RRP44,TRUE,YOL021C,Exosome core complex catalytic subunit,S000005381;,homolog of S. pombe dis3 (chromosome DISjunction),Verified,YOL021C,"Cytoplasm {ECO:0000269|PubMed:14562095}. Mitochondrion {ECO:0000269|PubMed:14576278}. Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",21.49718,FALSE,Q08162
FALSE,FALSE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,SAS10,SAS10;UTP3,FALSE,YDL153C,Subunit of U3-containing Small Subunit (SSU) processome complex,S000002312;,Something About Silencing,Verified,YDL153C,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:9611201}.",,FALSE,Q12136
FALSE,TRUE,2,UTP-A complex,CPX-1409,UTP15,UTP15,TRUE,YMR093W,Nucleolar protein,S000004699;,U Three Protein,Verified,YMR093W,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:15489292}. Note=Associated with ribosomal chromatin, even in the absence of transcription.",19.6199,FALSE,Q04305
FALSE,TRUE,2,,,BFR2,BFR2,TRUE,YDR299W,Component of the SSU and 90S preribosomes,S000002707;,BreFeldin A Resistance,Verified,YDR299W,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",20.65749,FALSE,Q06631
FALSE,TRUE,2,"Nuclear/nucleolar exosome complex, DIS3-RRP6 variant;Cytoplasmic exosome complex, DIS3 variant",CPX-599;CPX-603,RRP42,RRP42,TRUE,YDL111C,Exosome non-catalytic core component,S000002269;,Ribosomal RNA Processing,Verified,YDL111C,"Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",19.74803,FALSE,Q12277
FALSE,FALSE,2,,,LRP1,LRP1;RRP47;YC1D,FALSE,YHR081W,Nuclear exosome-associated nucleic acid binding protein,S000001123;,Like RrP6,Verified,YHR081W,"Nucleus {ECO:0000269|PubMed:11914276, ECO:0000269|PubMed:12972615, ECO:0000269|PubMed:15489286}.",,FALSE,P38801
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,UTP25,UTP25,TRUE,YIL091C,Nucleolar protein,S000001353;,U Three Protein,Verified,YIL091C,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",20.16838,FALSE,P40498
FALSE,TRUE,2,RCL1-BMS1 40S ribosomal subunit maturation complex,CPX-1606,RCL1,RCL1;RTC1,TRUE,YOL010W,Endonuclease that cleaves pre-rRNA at site A2 for 18S rRNA biogenesis,S000005370;,Rna 3'-terminal phosphate Cyclase Like,Verified,YOL010W,"Nucleus, nucleolus.",19.28419,FALSE,Q08096
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,KRR1,KRR1,TRUE,YCL059C,Nucleolar protein required for rRNA synthesis and ribosomal assembly,S000000564;,contains KRR-R motif,Verified,YCL059C,"Nucleus, nucleolus {ECO:0000269|PubMed:11027267, ECO:0000269|PubMed:11996121, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15094838, ECO:0000269|PubMed:15590835}.",20.6085,FALSE,P25586
FALSE,TRUE,2,"Nuclear/nucleolar exosome complex, DIS3-RRP6 variant;Cytoplasmic exosome complex, DIS3 variant",CPX-599;CPX-603,RRP4,RRP4,TRUE,YHR069C,Exosome non-catalytic core component,S000001111;,Ribosomal RNA Processing,Verified,YHR069C,"Cytoplasm. Nucleus, nucleolus.",19.79711,FALSE,P38792
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,ECM16,ECM16;DHR1,TRUE,YMR128W,Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP,S000004735;,ExtraCellular Mutant,Verified,YMR128W,"Nucleus, nucleolus {ECO:0000269|PubMed:10982841}.",18.72213,FALSE,Q04217
FALSE,TRUE,2,UTP-A complex,CPX-1409,UTP10,UTP10,TRUE,YJL109C,Nucleolar protein,S000003645;,U Three Protein,Verified,YJL109C,"Nucleus, nucleolus. Mitochondrion. Note=Associated with ribosomal chromatin, even in the absence of transcription.",20.75137,FALSE,P42945
FALSE,TRUE,2,UTP-A complex,CPX-1409,UTP4,UTP4,TRUE,YDR324C,Subunit of U3-containing 90S preribosome and SSU processome complexes,S000002732;,U Three Protein,Verified,YDR324C,"Nucleus, nucleolus {ECO:0000269|PubMed:12068309}.",20.29563,FALSE,Q06679
FALSE,FALSE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,MRD1,MRD1,FALSE,YPR112C,Essential conserved small ribosomal subunit (40s) synthesis factor,S000006316;,Multiple RNA-binding domain,Verified,YPR112C,Nucleus {ECO:0000269|PubMed:11884397}.,,FALSE,Q06106
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,UTP20,UTP20,TRUE,YBL004W,Component of the small-subunit (SSU) processome,S000000100;,U Three Protein,Verified,YBL004W,"Cytoplasm. Nucleus, nucleolus.",18.39943,FALSE,P35194
FALSE,TRUE,2,,,FCF2,FCF2,TRUE,YLR051C,Nucleolar protein involved in the early steps of 35S rRNA processing,S000004041;,Faf1p Copurifying Factor,Verified,YLR051C,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",18.35279,FALSE,Q12035
FALSE,TRUE,2,NOP14-NOC4 complex,CPX-1735,NOC4,NOC4;UTP19,TRUE,YPR144C,Nucleolar protein,S000006348;,NucleOlar Complex associated,Verified,YPR144C,"Nucleus, nucleolus {ECO:0000269|PubMed:12446671, ECO:0000269|PubMed:15590835, ECO:0000269|PubMed:16159874}.",19.12917,FALSE,Q06512
FALSE,FALSE,2,,,DIM1,DIM1,FALSE,YPL266W,Essential 18S rRNA dimethylase (dimethyladenosine transferase),S000006187;,DIMethylase,Verified,YPL266W,"Cytoplasm {ECO:0000269|PubMed:12628929}. Nucleus, nucleolus {ECO:0000269|PubMed:12628929}.",,FALSE,P41819
FALSE,TRUE,2,,,PUT3,PUT3,TRUE,YKL015W,Transcriptional activator,S000001498;,Proline UTilization,Verified,YKL015W,Nucleus.,17.47285,FALSE,P25502
FALSE,TRUE,2,"Nuclear/nucleolar exosome complex, DIS3-RRP6 variant;Cytoplasmic exosome complex, DIS3 variant",CPX-599;CPX-603,CSL4,CSL4;SKI4,TRUE,YNL232W,Exosome non-catalytic core component,S000005176;,Cep1 Synthetic Lethal,Verified,YNL232W,"Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",21.1767,FALSE,P53859
FALSE,FALSE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,FCF1,FCF1,FALSE,YDR339C,PINc domain endonuclease required for early cleavage of 35S pre-rRNA a,S000002747;,Faf1p Copurifying Factor,Verified,YDR339C,"Nucleus, nucleolus {ECO:0000269|PubMed:16762320}.",,FALSE,Q05498
FALSE,TRUE,2,,,RRP12,RRP12,TRUE,YPL012W,Protein required for export of the ribosomal subunits,S000005933;,Ribosomal RNA Processing,Verified,YPL012W,"Cytoplasm {ECO:0000269|PubMed:12628929, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14729571}. Nucleus, nucleolus {ECO:0000269|PubMed:12628929, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14729571}.",21.30242,FALSE,Q12754
FALSE,TRUE,2,,,RRT14,RRT14,TRUE,YIL127C,Putative protein of unknown function,S000001389;,Regulator of rDNA Transcription,Uncharacterized,YIL127C,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",18.71474,TRUE,P40470
FALSE,TRUE,2,"Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-1604;CPX-1607;CPX-1608,ESF1,ESF1,TRUE,YDR365C,Nucleolar protein involved in pre-rRNA processing,S000002773;,Eighteen S rRNA Factor,Verified,YDR365C,"Nucleus, nucleolus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14690591}.",20.39476,FALSE,Q06344
TRUE,FALSE,2,,,YNL050C,YNL050C,FALSE,YNL050C,Putative protein of unknown function,S000004995;,,Uncharacterized,YNL050C,,,TRUE,P53952
FALSE,TRUE,2,"Nuclear/nucleolar exosome complex, DIS3-RRP6 variant;Cytoplasmic exosome complex, DIS3 variant",CPX-599;CPX-603,RRP43,RRP43,TRUE,YCR035C,Exosome non-catalytic core component,S000000631;,Ribosomal RNA Processing,Verified,YCR035C,"Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.",20.1097,FALSE,P25359
FALSE,TRUE,2,"FAL1-SGD1 complex;Small ribosomal subunit processome, variant 1;Small ribosomal subunit processome, variant 2;Small ribosomal subunit processome, variant 3",CPX-242;CPX-1604;CPX-1607;CPX-1608,SGD1,SGD1,TRUE,YLR336C,Essential nuclear protein,S000004328;,Suppressor of Glycerol Defect,Verified,YLR336C,"Nucleus, nucleolus {ECO:0000269|PubMed:11042259, ECO:0000269|PubMed:14562095}.",19.78478,FALSE,Q06132
